species_enc,antibiotic_enc,isolation_source_enc,mic_value,multi_drug_count,gram_stain_enc,resistance,species,antibiotic,isolation_source
4621,1,0,1.0,3,1,1,S5409 Escherichia coli,AMX/AMP,Clinical Sample
1055,2,0,1.0,2,0,1,S1831 E.coi,AN,Clinical Sample
5537,0,0,1.0,2,0,1,S6310 E. coli,AMC,Clinical Sample
6047,0,0,1.0,2,0,1,S6803 Klebsie.lla pneumoniae,AMC,Clinical Sample
4339,10,0,1.0,3,1,1,S5134 Escherichia coli,Furanes,Clinical Sample
8118,11,0,1.0,1,1,1,S8855 Escherichia coli,GEN,Clinical Sample
959,1,0,1.0,1,0,1,S1727 Proteus mirabilis,AMX/AMP,Clinical Sample
3027,1,0,1.0,3,1,1,S3850 Escherichia coli,AMX/AMP,Clinical Sample
8908,9,0,1.0,9,1,1,S9628 Escherichia coli,FOX,Clinical Sample
8367,12,0,1.0,2,1,1,S9098 Escherichia coli,IPM,Clinical Sample
4555,1,0,1.0,3,1,1,S5348 Escherichia coli,AMX/AMP,Clinical Sample
932,9,0,1.0,4,1,1,S1700 Escherichia coli,FOX,Clinical Sample
8371,1,0,1.0,3,1,1,S9101 Escherichia coli,AMX/AMP,Clinical Sample
6214,1,0,1.0,3,0,1,S6969 E.coi,AMX/AMP,Clinical Sample
3667,12,0,1.0,1,0,1,S4475 Enterobacteria spp.,IPM,Clinical Sample
3112,0,0,1.0,2,1,1,S3933 Escherichia coli,AMC,Clinical Sample
7780,6,0,1.0,1,1,1,S852 Escherichia coli,CTX/CRO,Clinical Sample
4710,1,0,1.0,4,1,1,S5499 Escherichia coli,AMX/AMP,Clinical Sample
646,12,0,1.0,2,0,1,S1396 E.coi,IPM,Clinical Sample
7557,6,0,1.0,5,1,1,S8297 Escherichia coli,CTX/CRO,Clinical Sample
1225,5,0,1.0,1,1,1,S2016 Escherichia coli,CIP,Clinical Sample
2263,7,0,1.0,5,1,1,S3094 Escherichia coli,CZ,Clinical Sample
4383,12,0,1.0,2,1,1,S5175 Citrobacter spp.,IPM,Clinical Sample
8367,0,0,1.0,2,1,1,S9098 Escherichia coli,AMC,Clinical Sample
8684,8,0,1.0,0,0,1,S9409 Citrobacter spp.,Co-trimoxazole,Clinical Sample
1622,0,0,1.0,4,1,1,S2433 Escherichia coli,AMC,Clinical Sample
8622,9,0,1.0,3,1,1,S9351 Citrobacter spp.,FOX,Clinical Sample
2377,3,0,1.0,3,0,1,S3210 E.coi,Acide nalidixique,Clinical Sample
4177,0,0,1.0,8,1,1,S4971 Escherichia coli,AMC,Clinical Sample
2039,3,0,1.0,2,0,1,S2871 Citrobacter spp.,Acide nalidixique,Clinical Sample
9212,5,0,1.0,4,1,1,S9918 Escherichia coli,CIP,Clinical Sample
7717,6,0,1.0,3,0,1,S8455 Escherichia coli,CTX/CRO,Clinical Sample
2332,6,0,1.0,2,1,1,S3162 Citrobacter spp.,CTX/CRO,Clinical Sample
3036,1,0,1.0,3,1,1,S3859 Citrobacter spp.,AMX/AMP,Clinical Sample
8950,11,0,1.0,3,1,1,S9667 Escherichia coli,GEN,Clinical Sample
3148,0,0,1.0,1,0,1,S3968 Klbsiella pneumoniae,AMC,Clinical Sample
6929,3,0,1.0,3,1,1,S7665 Escherichia coli,Acide nalidixique,Clinical Sample
4746,1,0,1.0,2,1,1,S5532 Escherichia coli,AMX/AMP,Clinical Sample
5580,9,0,1.0,2,1,1,S6351 Escherichia coli,FOX,Clinical Sample
4397,0,0,1.0,2,0,1,S519 Enterobacteria spp.,AMC,Clinical Sample
1361,0,0,1.0,7,1,1,S2160 Klebsiella pneumoniae,AMC,Clinical Sample
1497,6,0,1.0,1,1,1,S2298 Escherichia coli,CTX/CRO,Clinical Sample
5142,3,0,1.0,2,1,1,S5919 Escherichia coli,Acide nalidixique,Clinical Sample
2550,6,0,1.0,2,0,1,S3383 Klebsiella pneumoniae,CTX/CRO,Clinical Sample
3057,9,0,1.0,2,0,1,S388 Escherichia coli,FOX,Clinical Sample
573,5,0,1.0,4,1,1,S1317 Klebsie.lla pneumoniae,CIP,Clinical Sample
188,9,0,1.0,4,1,1,S10179 Escherichia coli,FOX,Clinical Sample
3658,10,0,1.0,3,1,1,S4467 Klebsiella pneumoniae,Furanes,Clinical Sample
111,4,0,1.0,5,1,1,S10107 Escherichia coli,C,Clinical Sample
8301,9,0,1.0,2,1,1,S9032 Escherichia coli,FOX,Clinical Sample
1882,0,0,1.0,3,1,1,S2708 Escherichia coli,AMC,Clinical Sample
544,1,0,1.0,3,0,1,S1287 Escherichia coli,AMX/AMP,Clinical Sample
7983,8,0,1.0,4,1,1,S8726 Escherichia coli,Co-trimoxazole,Clinical Sample
7534,6,0,1.0,5,0,1,S8274 E.coi,CTX/CRO,Clinical Sample
7356,12,0,1.0,3,1,1,S8096 Proteus mirabilis,IPM,Clinical Sample
8041,3,0,1.0,4,1,1,S8781 Escherichia coli,Acide nalidixique,Clinical Sample
5785,11,0,1.0,5,1,1,S655 Escherichia coli,GEN,Clinical Sample
2915,7,0,1.0,3,0,1,S374 E. coli,CZ,Clinical Sample
8301,12,0,1.0,2,1,1,S9032 Escherichia coli,IPM,Clinical Sample
4074,1,0,1.0,1,1,1,S4871 Escherichia coli,AMX/AMP,Clinical Sample
605,13,0,1.0,1,1,1,S1350 Citrobacter spp.,colistine,Clinical Sample
3224,2,0,1.0,2,0,1,S4042 E.coi,AN,Clinical Sample
3037,6,0,1.0,2,1,1,S3861 Escherichia coli,CTX/CRO,Clinical Sample
3006,6,0,1.0,4,1,1,S3830 Escherichia coli,CTX/CRO,Clinical Sample
6674,7,0,1.0,3,1,1,S7417 Escherichia coli,CZ,Clinical Sample
5864,5,0,1.0,2,1,1,S6627 Escherichia coli,CIP,Clinical Sample
57,1,0,1.0,1,0,1,S10055 E.cli,AMX/AMP,Clinical Sample
1552,0,0,1.0,3,1,1,S2361 Escherichia coli,AMC,Clinical Sample
3710,12,0,1.0,5,1,1,S452 Enterobacteria spp.,IPM,Clinical Sample
1275,0,0,1.0,3,0,1,S2070 E.coi,AMC,Clinical Sample
1236,9,0,1.0,2,1,1,S2029 Escherichia coli,FOX,Clinical Sample
7855,12,0,1.0,1,0,1,S8593 E.coi,IPM,Clinical Sample
4231,4,0,1.0,5,1,1,S5025 Escherichia coli,C,Clinical Sample
1368,1,0,1.0,3,1,1,S2167 Escherichia coli,AMX/AMP,Clinical Sample
3918,0,0,1.0,2,1,1,S472 Serratia marcescens,AMC,Clinical Sample
4960,6,0,1.0,3,1,1,S5742 Escherichia coli,CTX/CRO,Clinical Sample
3777,11,0,1.0,3,1,1,S4584 Escherichia coli,GEN,Clinical Sample
7505,12,0,1.0,4,1,1,S8243 Escherichia coli,IPM,Clinical Sample
3633,9,0,1.0,4,1,1,S4444 Escherichia coli,FOX,Clinical Sample
4042,0,0,1.0,2,1,1,S4841 Escherichia coli,AMC,Clinical Sample
4865,10,0,1.0,3,1,1,S565 Escherichia coli,Furanes,Clinical Sample
1379,6,0,1.0,1,1,1,S2178 Proteus mirabilis,CTX/CRO,Clinical Sample
5758,0,0,1.0,3,1,1,S6523 Escherichia coli,AMC,Clinical Sample
2357,9,0,1.0,1,0,1,S3189 E.coi,FOX,Clinical Sample
2380,0,0,1.0,3,0,1,S3214 E.coi,AMC,Clinical Sample
6586,7,0,1.0,2,0,1,S7331 E.cli,CZ,Clinical Sample
2969,8,0,1.0,2,1,1,S3793 Escherichia coli,Co-trimoxazole,Clinical Sample
5989,6,0,1.0,3,1,1,S6746 Enterobacteria spp.,CTX/CRO,Clinical Sample
7949,7,0,1.0,1,1,1,S8690 Escherichia coli,CZ,Clinical Sample
963,0,0,1.0,3,0,1,S1731 Escherichia coli,AMC,Clinical Sample
6976,0,0,1.0,2,1,1,S7716 Escherichia coli,AMC,Clinical Sample
2864,9,0,1.0,2,1,1,S3688 Escherichia coli,FOX,Clinical Sample
3687,11,0,1.0,4,1,1,S4497 Escherichia coli,GEN,Clinical Sample
1453,0,0,1.0,1,1,1,S2254 Escherichia coli,AMC,Clinical Sample
9241,8,0,1.0,3,1,1,S9947 Escherichia coli,Co-trimoxazole,Clinical Sample
8286,9,0,1.0,5,0,1,S9018 E.coi,FOX,Clinical Sample
7302,4,0,1.0,4,1,1,S804 Escherichia coli,C,Clinical Sample
2297,0,0,1.0,2,1,1,S3126 Acinetobacter baumannii,AMC,Clinical Sample
5168,2,0,1.0,3,0,1,S5946 Enteobacteria spp.,AN,Clinical Sample
2285,0,0,1.0,2,1,1,S3115 Klebsiella pneumoniae,AMC,Clinical Sample
3172,7,0,1.0,1,0,1,S3993 Klbsiella pneumoniae,CZ,Clinical Sample
129,7,0,1.0,3,1,1,S10125 Escherichia coli,CZ,Clinical Sample
5402,12,0,1.0,5,0,1,S6174 E.coi,IPM,Clinical Sample
6067,11,0,1.0,3,0,1,S6823 E. coli,GEN,Clinical Sample
142,11,0,1.0,1,1,1,S10137 Escherichia coli,GEN,Clinical Sample
8220,0,0,1.0,4,1,1,S8952 Escherichia coli,AMC,Clinical Sample
5547,0,0,1.0,8,0,1,S632 E. coli,AMC,Clinical Sample
6370,0,0,1.0,3,1,1,S7125 Escherichia coli,AMC,Clinical Sample
183,1,0,1.0,3,0,1,S10174 E.coi,AMX/AMP,Clinical Sample
1155,1,0,1.0,2,1,1,S1941 Escherichia coli,AMX/AMP,Clinical Sample
6419,0,0,1.0,2,1,1,S7172 Escherichia coli,AMC,Clinical Sample
4506,7,0,1.0,4,1,1,S5300 Escherichia coli,CZ,Clinical Sample
347,1,0,1.0,3,0,1,S1077 Escherichia coli,AMX/AMP,Clinical Sample
7249,6,0,1.0,3,0,1,S7988 E.cli,CTX/CRO,Clinical Sample
1119,6,0,1.0,3,0,1,S1902 Escherichia coli,CTX/CRO,Clinical Sample
8188,10,0,1.0,2,1,1,S8923 Escherichia coli,Furanes,Clinical Sample
7607,0,0,1.0,2,1,1,S8344 Klebsiella pneumoniae,AMC,Clinical Sample
3543,11,0,1.0,2,1,1,S4356 Escherichia coli,GEN,Clinical Sample
1935,1,0,1.0,2,0,1,S2763 Proteus mirabilis,AMX/AMP,Clinical Sample
7408,6,0,1.0,3,1,1,S8148 Escherichia coli,CTX/CRO,Clinical Sample
1362,7,0,1.0,8,1,1,S2161 Escherichia coli,CZ,Clinical Sample
5193,0,0,1.0,2,1,1,S5971 Escherichia coli,AMC,Clinical Sample
8160,12,0,1.0,3,1,1,S8895 Escherichia coli,IPM,Clinical Sample
3750,0,0,1.0,2,1,1,S4557 Escherichia coli,AMC,Clinical Sample
3736,0,0,1.0,3,1,1,S4544 Escherichia coli,AMC,Clinical Sample
335,12,0,1.0,1,1,1,S1065 Escherichia coli,IPM,Clinical Sample
1156,1,0,1.0,3,1,1,S1942 Escherichia coli,AMX/AMP,Clinical Sample
319,14,0,1.0,3,0,1,S1047 Escherichia coli,ofx,Clinical Sample
8693,12,0,1.0,3,0,1,S9418 Prot.eus mirabilis,IPM,Clinical Sample
7232,12,0,1.0,3,1,1,S7971 Escherichia coli,IPM,Clinical Sample
8123,4,0,1.0,2,1,1,S886 Enterobacteria spp.,C,Clinical Sample
7122,8,0,1.0,3,1,1,S7865 Escherichia coli,Co-trimoxazole,Clinical Sample
6207,12,0,1.0,2,1,1,S6961 Klebsiella pneumoniae,IPM,Clinical Sample
6751,2,0,1.0,12,1,1,S749 Escherichia coli,AN,Clinical Sample
6650,8,0,1.0,3,1,1,S7394 Escherichia coli,Co-trimoxazole,Clinical Sample
3499,10,0,1.0,1,1,1,S4313 Klebsiella pneumoniae,Furanes,Clinical Sample
3984,6,0,1.0,2,0,1,S4783 Klebsiella pneumoniae,CTX/CRO,Clinical Sample
4770,5,0,1.0,8,0,1,S5555 E.coi,CIP,Clinical Sample
8903,1,0,1.0,4,1,1,S9622 Escherichia coli,AMX/AMP,Clinical Sample
2117,7,0,1.0,4,1,1,S2951 Citrobacter spp.,CZ,Clinical Sample
5158,7,0,1.0,4,1,1,S5935 Escherichia coli,CZ,Clinical Sample
74,1,0,1.0,2,1,1,S10071 Escherichia coli,AMX/AMP,Clinical Sample
6745,7,0,1.0,3,1,1,S7484 Klebsiella pneumoniae,CZ,Clinical Sample
7305,12,0,1.0,4,1,1,S8042 Escherichia coli,IPM,Clinical Sample
3860,0,0,1.0,4,0,1,S4662 E.cli,AMC,Clinical Sample
4635,9,0,1.0,5,1,1,S5422 Escherichia coli,FOX,Clinical Sample
1147,8,0,1.0,5,1,1,S1932 Escherichia coli,Co-trimoxazole,Clinical Sample
2798,4,0,1.0,2,1,1,S3622 Escherichia coli,C,Clinical Sample
7377,0,0,1.0,2,0,1,S8118 Escherichia coli,AMC,Clinical Sample
7509,10,0,1.0,4,1,1,S8247 Klebsiella pneumoniae,Furanes,Clinical Sample
6998,11,0,1.0,8,1,1,S774 Escherichia coli,GEN,Clinical Sample
3639,0,0,1.0,5,0,1,S445 Escherichia coli,AMC,Clinical Sample
7039,3,0,1.0,4,0,1,S7783 E.coi,Acide nalidixique,Clinical Sample
8686,8,0,1.0,6,1,1,S9410 Citrobacter spp.,Co-trimoxazole,Clinical Sample
252,8,0,1.0,3,1,1,S10242 Escherichia coli,Co-trimoxazole,Clinical Sample
6362,7,0,1.0,3,0,1,S7115 Klbsiella pneumoniae,CZ,Clinical Sample
5742,6,0,1.0,7,1,1,S6508 Escherichia coli,CTX/CRO,Clinical Sample
5085,6,0,1.0,3,1,1,S5865 Escherichia coli,CTX/CRO,Clinical Sample
588,12,0,1.0,3,1,1,S1332 Escherichia coli,IPM,Clinical Sample
3695,6,0,1.0,2,1,1,S4504 Enterobacteria spp.,CTX/CRO,Clinical Sample
6572,6,0,1.0,2,1,1,S7319 Escherichia coli,CTX/CRO,Clinical Sample
1177,5,0,1.0,2,0,1,S1965 Escherichia coli,CIP,Clinical Sample
5649,7,0,1.0,2,1,1,S6419 Escherichia coli,CZ,Clinical Sample
8831,7,0,1.0,2,1,1,S9552 Enterobacteria spp.,CZ,Clinical Sample
834,9,0,1.0,2,0,1,S1596 Proeus mirabilis,FOX,Clinical Sample
3398,0,0,1.0,2,1,1,S4216 Enterobacteria spp.,AMC,Clinical Sample
1492,7,0,1.0,2,1,1,S2293 Escherichia coli,CZ,Clinical Sample
682,7,0,1.0,2,1,1,S1436 Klebsiella pneumoniae,CZ,Clinical Sample
6312,12,0,1.0,2,1,1,S7068 Acinetobacter baumannii,IPM,Clinical Sample
8928,0,0,1.0,4,0,1,S9647 E.coi,AMC,Clinical Sample
8219,5,0,1.0,2,1,1,S8951 Escherichia coli,CIP,Clinical Sample
6259,7,0,1.0,7,1,1,S7013 Escherichia coli,CZ,Clinical Sample
8970,4,0,1.0,4,0,1,S9685 Escherichia coli,C,Clinical Sample
2020,7,0,1.0,1,1,1,S2851 Proteus mirabilis,CZ,Clinical Sample
3931,11,0,1.0,3,1,1,S4731 Klebsiella pneumoniae,GEN,Clinical Sample
7131,1,0,1.0,0,0,1,S7874 Escherichia coli,AMX/AMP,Clinical Sample
6746,8,0,1.0,4,1,1,S7485 Escherichia coli,Co-trimoxazole,Clinical Sample
1280,7,0,1.0,2,1,1,S2075 Citrobacter spp.,CZ,Clinical Sample
6826,1,0,1.0,3,1,1,S7567 Escherichia coli,AMX/AMP,Clinical Sample
7505,7,0,1.0,4,1,1,S8243 Escherichia coli,CZ,Clinical Sample
5409,7,0,1.0,3,1,1,S6181 Escherichia coli,CZ,Clinical Sample
7533,0,0,1.0,4,0,1,S8273 Escherichia coli,AMC,Clinical Sample
5794,8,0,1.0,1,1,1,S656 Pseudomonas aeruginosa,Co-trimoxazole,Clinical Sample
7982,6,0,1.0,4,0,1,S8725 E.coi,CTX/CRO,Clinical Sample
2872,8,0,1.0,2,1,1,S3697 Acinetobacter baumannii,Co-trimoxazole,Clinical Sample
8829,0,0,1.0,3,1,1,S9550 Escherichia coli,AMC,Clinical Sample
7987,12,0,1.0,4,1,1,S873 Escherichia coli,IPM,Clinical Sample
8262,0,0,1.0,3,0,1,S8992 Escherichia coli,AMC,Clinical Sample
2431,5,0,1.0,2,1,1,S3265 Escherichia coli,CIP,Clinical Sample
769,6,0,1.0,6,1,1,S1527 Escherichia coli,CTX/CRO,Clinical Sample
8434,9,0,1.0,4,1,1,S917 Proteus mirabilis,FOX,Clinical Sample
9206,7,0,1.0,4,1,1,S9912 Escherichia coli,CZ,Clinical Sample
3921,2,0,1.0,8,1,1,S4722 Escherichia coli,AN,Clinical Sample
952,7,0,1.0,3,0,1,S1720 Escherichia coli,CZ,Clinical Sample
5239,7,0,1.0,7,1,1,S6016 Escherichia coli,CZ,Clinical Sample
844,12,0,1.0,2,1,1,S1609 Escherichia coli,IPM,Clinical Sample
486,4,0,1.0,3,1,1,S1224 Escherichia coli,C,Clinical Sample
289,4,0,1.0,3,1,1,S10278 Escherichia coli,C,Clinical Sample
9015,4,0,1.0,3,1,1,S9732 Escherichia coli,C,Clinical Sample
5075,0,0,1.0,3,1,1,S5855 Escherichia coli,AMC,Clinical Sample
1861,6,0,1.0,6,1,1,S2687 Escherichia coli,CTX/CRO,Clinical Sample
6146,2,0,1.0,11,1,1,S6903 Escherichia coli,AN,Clinical Sample
4971,0,0,1.0,3,1,1,S5754 Escherichia coli,AMC,Clinical Sample
7910,11,0,1.0,3,0,1,S8650 Klebsiella pneumoniae,GEN,Clinical Sample
215,6,0,1.0,1,0,1,S10205 Morganella morganii,CTX/CRO,Clinical Sample
714,7,0,1.0,3,1,1,S1469 Escherichia coli,CZ,Clinical Sample
7811,6,0,1.0,3,0,1,S8549 Klbsiella pneumoniae,CTX/CRO,Clinical Sample
4826,13,0,1.0,3,0,1,S5612 Escherichia coli,colistine,Clinical Sample
2617,11,0,1.0,4,1,1,S3449 Escherichia coli,GEN,Clinical Sample
6411,0,0,1.0,4,1,1,S7165 Escherichia coli,AMC,Clinical Sample
6333,1,0,1.0,10,1,1,S7089 Escherichia coli,AMX/AMP,Clinical Sample
578,0,0,1.0,2,0,1,S1322 Escherichia coli,AMC,Clinical Sample
1379,6,0,1.0,1,1,1,S2178 Proteus mirabilis,CTX/CRO,Clinical Sample
2985,0,0,1.0,2,1,1,S3809 Escherichia coli,AMC,Clinical Sample
6881,6,0,1.0,4,0,1,S7619 E. coli,CTX/CRO,Clinical Sample
7994,9,0,1.0,2,1,1,S8738 Escherichia coli,FOX,Clinical Sample
5976,12,0,1.0,1,0,1,S6734 Escherichia coli,IPM,Clinical Sample
4848,7,0,1.0,1,1,1,S5633 Escherichia coli,CZ,Clinical Sample
23,5,0,1.0,2,0,1,S10020 E.cli,CIP,Clinical Sample
8079,6,0,1.0,3,1,1,S8818 Enterobacteria spp.,CTX/CRO,Clinical Sample
571,6,0,1.0,1,0,1,S1314 Morganella morganii,CTX/CRO,Clinical Sample
3453,5,0,1.0,4,1,1,S4268 Escherichia coli,CIP,Clinical Sample
9267,8,0,1.0,2,1,1,S9971 Escherichia coli,Co-trimoxazole,Clinical Sample
3715,0,0,1.0,2,1,1,S4524 Escherichia coli,AMC,Clinical Sample
6102,0,0,1.0,7,1,1,S6858 Escherichia coli,AMC,Clinical Sample
4066,6,0,1.0,2,0,1,S4863 Protus mirabilis,CTX/CRO,Clinical Sample
8439,1,0,1.0,2,1,1,S9174 Klebsiella pneumoniae,AMX/AMP,Clinical Sample
6915,9,0,1.0,4,1,1,S7652 Escherichia coli,FOX,Clinical Sample
6939,12,0,1.0,2,1,1,S7677 Pseudomonas aeruginosa,IPM,Clinical Sample
798,6,0,1.0,1,1,1,S1559 Escherichia coli,CTX/CRO,Clinical Sample
1620,12,0,1.0,3,1,1,S2431 Escherichia coli,IPM,Clinical Sample
9290,3,0,1.0,4,0,1,S9994 E. coli,Acide nalidixique,Clinical Sample
4141,0,0,1.0,2,1,1,S4938 Citrobacter spp.,AMC,Clinical Sample
7768,9,0,1.0,3,1,1,S8508 Escherichia coli,FOX,Clinical Sample
4672,1,0,1.0,3,1,1,S5458 Escherichia coli,AMX/AMP,Clinical Sample
6048,0,0,1.0,2,0,1,S6804 Escherichia coli,AMC,Clinical Sample
2361,6,0,1.0,3,0,1,S3193 Escherichia coli,CTX/CRO,Clinical Sample
6301,6,0,1.0,2,1,1,S7057 Escherichia coli,CTX/CRO,Clinical Sample
5327,1,0,1.0,1,1,1,S6103 Escherichia coli,AMX/AMP,Clinical Sample
6689,7,0,1.0,1,0,1,S7430 Morganella morganii,CZ,Clinical Sample
2708,0,0,1.0,3,1,1,S3537 Escherichia coli,AMC,Clinical Sample
666,12,0,1.0,3,1,1,S1420 Protus mirabilis,IPM,Clinical Sample
5545,6,0,1.0,3,1,1,S6318 Proteus mirabilis,CTX/CRO,Clinical Sample
945,0,0,1.0,3,1,1,S1713 Escherichia coli,AMC,Clinical Sample
4386,6,0,1.0,2,1,1,S5178 Escherichia coli,CTX/CRO,Clinical Sample
6149,1,0,1.0,4,1,1,S6906 Escherichia coli,AMX/AMP,Clinical Sample
4987,7,0,1.0,3,0,1,S5769 E.cli,CZ,Clinical Sample
8934,6,0,1.0,1,0,1,S9652 E.cli,CTX/CRO,Clinical Sample
7419,1,0,1.0,4,0,1,S8158 E. coli,AMX/AMP,Clinical Sample
7467,6,0,1.0,3,1,1,S8204 Escherichia coli,CTX/CRO,Clinical Sample
2519,9,0,1.0,1,1,1,S3353 Enterobacteria spp.,FOX,Clinical Sample
6115,12,0,1.0,9,0,1,S687 E. coli,IPM,Clinical Sample
5429,11,0,1.0,3,0,1,S6203 E.cli,GEN,Clinical Sample
1303,0,0,1.0,1,1,1,S2099 E. coli,AMC,Clinical Sample
9236,10,0,1.0,2,1,1,S9941 Escherichia coli,Furanes,Clinical Sample
1953,6,0,1.0,1,0,1,S2781 Escherichia coli,CTX/CRO,Clinical Sample
5990,6,0,1.0,3,1,1,S6747 Escherichia coli,CTX/CRO,Clinical Sample
6245,11,0,1.0,4,1,1,S7000 Escherichia coli,GEN,Clinical Sample
2317,0,0,1.0,3,1,1,S3147 Escherichia coli,AMC,Clinical Sample
6121,6,0,1.0,3,1,1,S6876 Escherichia coli,CTX/CRO,Clinical Sample
2088,10,0,1.0,2,0,1,S2924 Proteus mirabilis,Furanes,Clinical Sample
5565,9,0,1.0,3,0,1,S6338 Klbsiella pneumoniae,FOX,Clinical Sample
8511,6,0,1.0,5,0,1,S9243 E. coli,CTX/CRO,Clinical Sample
9018,7,0,1.0,1,0,1,S9736 Pseudomonas aeruginosa,CZ,Clinical Sample
5747,9,0,1.0,1,0,1,S6512 E.cli,FOX,Clinical Sample
3208,0,0,1.0,2,1,1,S4028 Proteus mirabilis,AMC,Clinical Sample
1887,7,0,1.0,4,1,1,S2713 Escherichia coli,CZ,Clinical Sample
8372,7,0,1.0,1,0,1,S9102 Klebsiella pneumoniae,CZ,Clinical Sample
3416,7,0,1.0,2,1,1,S4232 Escherichia coli,CZ,Clinical Sample
3800,6,0,1.0,4,1,1,S4605 Escherichia coli,CTX/CRO,Clinical Sample
6102,6,0,1.0,6,1,1,S6858 Escherichia coli,CTX/CRO,Clinical Sample
2349,6,0,1.0,3,1,1,S318 Escherichia coli,CTX/CRO,Clinical Sample
4972,13,0,1.0,5,1,1,S5755 Escherichia coli,colistine,Clinical Sample
6151,0,0,1.0,3,0,1,S6908 Escherichia coli,AMC,Clinical Sample
4132,1,0,1.0,2,0,1,S4929 Klbsiella pneumoniae,AMX/AMP,Clinical Sample
42,0,0,1.0,2,0,1,S10040 E.cli,AMC,Clinical Sample
7293,11,0,1.0,4,0,1,S8030 Enterobacteria spp.,GEN,Clinical Sample
9096,13,0,1.0,4,1,1,S981 Escherichia coli,colistine,Clinical Sample
8210,1,0,1.0,2,1,1,S8943 Escherichia coli,AMX/AMP,Clinical Sample
5817,6,0,1.0,2,1,1,S6581 Escherichia coli,CTX/CRO,Clinical Sample
2589,10,0,1.0,3,0,1,S3421 Klbsiella pneumoniae,Furanes,Clinical Sample
2231,6,0,1.0,2,1,1,S3063 Escherichia coli,CTX/CRO,Clinical Sample
8876,7,0,1.0,1,1,1,S9597 Proteus mirabilis,CZ,Clinical Sample
6778,10,0,1.0,2,0,1,S752 Proeus mirabilis,Furanes,Clinical Sample
4621,6,0,1.0,4,1,1,S5409 Escherichia coli,CTX/CRO,Clinical Sample
3265,6,0,1.0,2,1,1,S4082 Escherichia coli,CTX/CRO,Clinical Sample
1489,0,0,1.0,4,1,1,S2290 Escherichia coli,AMC,Clinical Sample
1807,6,0,1.0,1,0,1,S2631 E.coi,CTX/CRO,Clinical Sample
368,0,0,1.0,2,1,1,S1102 Escherichia coli,AMC,Clinical Sample
8698,10,0,1.0,2,0,1,S9422 E.coi,Furanes,Clinical Sample
1856,7,0,1.0,4,1,1,S2682 Escherichia coli,CZ,Clinical Sample
6149,7,0,1.0,3,1,1,S6906 Escherichia coli,CZ,Clinical Sample
6388,0,0,1.0,1,1,1,S7143 Klebsiella pneumoniae,AMC,Clinical Sample
7385,13,0,1.0,3,1,1,S8125 Escherichia coli,colistine,Clinical Sample
7262,0,0,1.0,2,1,1,S8001 E.coi,AMC,Clinical Sample
4381,7,0,1.0,11,1,1,S5173 Escherichia coli,CZ,Clinical Sample
8326,0,0,1.0,3,0,1,S9057 E. coli,AMC,Clinical Sample
4918,6,0,1.0,2,1,1,S5700 Enterobacteria spp.,CTX/CRO,Clinical Sample
1579,0,0,1.0,5,1,1,S2388 Klebsiella pneumoniae,AMC,Clinical Sample
5455,7,0,1.0,4,1,1,S6229 Escherichia coli,CZ,Clinical Sample
9254,2,0,1.0,2,0,1,S9959 Klebsiella pneumoniae,AN,Clinical Sample
7095,5,0,1.0,1,0,1,S7839 Proteus mirabilis,CIP,Clinical Sample
7557,2,0,1.0,5,1,1,S8297 Escherichia coli,AN,Clinical Sample
1530,7,0,1.0,2,1,1,S2337 Proteus mirabilis,CZ,Clinical Sample
2772,6,0,1.0,4,0,1,S3598 E.cli,CTX/CRO,Clinical Sample
525,12,0,1.0,3,1,1,S1267 Escherichia coli,IPM,Clinical Sample
7852,5,0,1.0,1,0,1,S8590 Klebsiella pneumoniae,CIP,Clinical Sample
769,0,0,1.0,6,1,1,S1527 Escherichia coli,AMC,Clinical Sample
6389,0,0,1.0,3,1,1,S7144 Escherichia coli,AMC,Clinical Sample
5598,9,0,1.0,2,0,1,S6370 Escherichia coli,FOX,Clinical Sample
6452,5,0,1.0,3,1,1,S7203 Escherichia coli,CIP,Clinical Sample
3901,12,0,1.0,3,1,1,S4703 Enterobacteria spp.,IPM,Clinical Sample
7792,10,0,1.0,4,1,1,S8530 Proteus mirabilis,Furanes,Clinical Sample
3533,11,0,1.0,2,1,1,S4346 Klebsiella pneumoniae,GEN,Clinical Sample
5569,12,0,1.0,2,0,1,S6341 Morganella morganii,IPM,Clinical Sample
2096,0,0,1.0,2,1,1,S2932 Klebsiella pneumoniae,AMC,Clinical Sample
4708,6,0,1.0,3,1,1,S5497 Escherichia coli,CTX/CRO,Clinical Sample
97,0,0,1.0,2,1,1,S10094 Escherichia coli,AMC,Clinical Sample
2103,9,0,1.0,2,1,1,S2939 Escherichia coli,FOX,Clinical Sample
5280,12,0,1.0,2,1,1,S6055 Proteus mirabilis,IPM,Clinical Sample
6845,12,0,1.0,4,0,1,S7584 Escherichia coli,IPM,Clinical Sample
3588,11,0,1.0,1,1,1,S440 Serratia marcescens,GEN,Clinical Sample
4473,0,0,1.0,3,0,1,S5267 Escherichia coli,AMC,Clinical Sample
1649,10,0,1.0,3,0,1,S2462 E. coli,Furanes,Clinical Sample
485,5,0,1.0,3,1,1,S1223 Escherichia coli,CIP,Clinical Sample
915,1,0,1.0,2,0,1,S1682 Escherichia coli,AMX/AMP,Clinical Sample
5754,9,0,1.0,2,1,1,S6519 Escherichia coli,FOX,Clinical Sample
